run_id,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,trial_index,strategy,doc_positions,model_provider,model_id,question,majority_value,minority_value,raw_response,parsed_answer,parsed_confidence,prompt_tokens,completion_tokens,error
c1b5675d,2026-07-16T07:21:32.241811+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{
  ""answer"": ""The provided documents contain conflicting information regarding the monthly maintenance fee. Documents 1 and 2 state that the fee is $35, while Documents 3 and 4 state that the fee is $25."",
  ""confidence"": 5
}
```","The provided documents contain conflicting information regarding the monthly maintenance fee. Documents 1 and 2 state that the fee is $35, while Documents 3 and 4 state that the fee is $25.",5,315,64,
c1b5675d,2026-07-16T07:21:34.165490+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"":""$25"",""confidence"":3}",$25,3,316,404,
c1b5675d,2026-07-16T07:21:41.246458+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 2}",$25,2,319,346,
c1b5675d,2026-07-16T07:21:58.521030+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,2,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{""answer"": ""The provided documents contain conflicting information. According to Document 1 and Document 3, the monthly maintenance fee is $25. However, according to Document 2 and Document 4, the fee is $35."", ""confidence"": 5}
```","The provided documents contain conflicting information. According to Document 1 and Document 3, the monthly maintenance fee is $25. However, according to Document 2 and Document 4, the fee is $35.",5,315,60,
c1b5675d,2026-07-16T07:22:00.519195+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,2,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"":""$25"",""confidence"":4}",$25,4,316,212,
c1b5675d,2026-07-16T07:22:04.720978+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,2,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 3}",$25,3,319,13,
c1b5675d,2026-07-16T07:22:05.814132+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,3,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""According to the provided documents, there is conflicting information regarding the monthly maintenance fee. Documents 1 and 3 state the fee is $25, while Documents 2 and 4 state it is $35."", ""confidence"": 5}","According to the provided documents, there is conflicting information regarding the monthly maintenance fee. Documents 1 and 3 state the fee is $25, while Documents 2 and 4 state it is $35.",5,315,54,
c1b5675d,2026-07-16T07:22:08.008958+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,3,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""Sources conflict: two documents state $25 and two state $35; the fee is reported as either $25 or $35."", ""confidence"": 2}",Sources conflict: two documents state $25 and two state $35; the fee is reported as either $25 or $35.,2,316,366,
c1b5675d,2026-07-16T07:22:13.029573+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,3,standard,"[""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,319,244,
c1b5675d,2026-07-16T07:22:18.780577+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,4,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{""answer"": ""According to the provided documents, there is conflicting information regarding the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank: Document 1 and Document 3 state the fee is $35, while Document 2 and Document 4 state it is $25."", ""confidence"": 5}
```","According to the provided documents, there is conflicting information regarding the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank: Document 1 and Document 3 state the fee is $35, while Document 2 and Document 4 state it is $25.",5,315,72,
c1b5675d,2026-07-16T07:22:21.021101+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,4,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"":""Conflicting information: sources report either $25 or $35 (two sources indicate $25; two indicate $35)."",""confidence"":2}",Conflicting information: sources report either $25 or $35 (two sources indicate $25; two indicate $35).,2,316,362,
c1b5675d,2026-07-16T07:22:27.633521+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,4,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""The documents contain conflicting information. Two documents state the fee is $35 and two state it is $25."", ""confidence"": 5}",The documents contain conflicting information. Two documents state the fee is $35 and two state it is $25.,5,319,33,
c1b5675d,2026-07-16T07:22:30.330541+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,5,standard,"[""MAJ"", ""MIN"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{""answer"": ""The provided documents contain conflicting information. According to Document 1 (Company Newswire) and Document 4 (Open Encyclopedia Project), the monthly maintenance fee is $25. However, according to Document 2 (Regional Business Journal) and Document 3 (IndustryTalk Forums), the monthly maintenance fee is $35."", ""confidence"": 5}
```","The provided documents contain conflicting information. According to Document 1 (Company Newswire) and Document 4 (Open Encyclopedia Project), the monthly maintenance fee is $25. However, according to Document 2 (Regional Business Journal) and Document 3 (IndustryTalk Forums), the monthly maintenance fee is $35.",5,315,80,
c1b5675d,2026-07-16T07:22:32.035072+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,5,standard,"[""MAJ"", ""MIN"", ""MIN"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"":""Conflicting information: two documents state $25 and two documents state $35."",""confidence"":3}",Conflicting information: two documents state $25 and two documents state $35.,3,316,353,
c1b5675d,2026-07-16T07:22:37.130919+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,5,standard,"[""MAJ"", ""MIN"", ""MIN"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 2}",$25,2,319,13,
c1b5675d,2026-07-16T07:22:38.430653+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{""answer"": ""The monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank is $25, though one source notes it as $35."", ""confidence"": 5}
```","The monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank is $25, though one source notes it as $35.",5,374,45,
c1b5675d,2026-07-16T07:22:40.209024+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,373,150,
c1b5675d,2026-07-16T07:22:42.385103+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 3}",$25,3,378,108,
c1b5675d,2026-07-16T07:22:45.571374+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,2,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{
  ""answer"": ""The monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank is $25, though one source notes it as $35."",
  ""confidence"": 5
}
```","The monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank is $25, though one source notes it as $35.",5,374,51,
c1b5675d,2026-07-16T07:22:47.298968+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,2,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,373,150,
c1b5675d,2026-07-16T07:22:49.851400+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,2,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,378,13,
c1b5675d,2026-07-16T07:22:51.030442+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,3,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{""answer"": ""The monthly maintenance fee is $25 according to the majority of sources (Regional Business Journal, Company Newswire, IndustryTalk Forums, and Open Encyclopedia Project), though one source (Sector Analysis Quarterly) lists it as $35."", ""confidence"": 5}
```","The monthly maintenance fee is $25 according to the majority of sources (Regional Business Journal, Company Newswire, IndustryTalk Forums, and Open Encyclopedia Project), though one source (Sector Analysis Quarterly) lists it as $35.",5,374,62,
c1b5675d,2026-07-16T07:22:52.918172+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,3,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,373,214,
c1b5675d,2026-07-16T07:22:56.426199+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,3,standard,"[""MIN"", ""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,378,13,
c1b5675d,2026-07-16T07:22:58.051413+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,4,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{
  ""answer"": ""According to the majority of the provided documents (Documents 1, 2, 3, and 4), the monthly maintenance fee is $25, although Document 5 states it is $35."",
  ""confidence"": 5
}
```","According to the majority of the provided documents (Documents 1, 2, 3, and 4), the monthly maintenance fee is $25, although Document 5 states it is $35.",5,374,64,
c1b5675d,2026-07-16T07:23:00.657279+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,4,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,373,150,
c1b5675d,2026-07-16T07:23:02.966756+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,4,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,378,13,
c1b5675d,2026-07-16T07:23:04.541560+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,5,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"```json
{
  ""answer"": ""According to the majority of sources (Regional Business Journal, Open Encyclopedia Project, Company Newswire, and IndustryTalk Forums), the monthly maintenance fee is $25, although Sector Analysis Quarterly lists it as $35."",
  ""confidence"": 5
}
```","According to the majority of sources (Regional Business Journal, Open Encyclopedia Project, Company Newswire, and IndustryTalk Forums), the monthly maintenance fee is $25, although Sector Analysis Quarterly lists it as $35.",5,374,65,
c1b5675d,2026-07-16T07:23:06.399139+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,5,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 4}",$25,4,373,86,
c1b5675d,2026-07-16T07:23:08.890606+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,5,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,378,13,
c1b5675d,2026-07-16T07:23:11.259100+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{""answer"": ""The provided documents contain conflicting information regarding the cap. Documents 1 and 3 state that the Orcana Reserve Act caps institutional lending at 25%, while Documents 2 and 4 state that it caps institutional lending at 30%."", ""confidence"": 5}
```","The provided documents contain conflicting information regarding the cap. Documents 1 and 3 state that the Orcana Reserve Act caps institutional lending at 25%, while Documents 2 and 4 state that it caps institutional lending at 30%.",5,313,65,
c1b5675d,2026-07-16T07:23:12.708688+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",openai,gpt-5-mini,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"":""Conflicting sources: two documents state a 25% cap (Documents 1 and 3) while two state a 30% cap (Documents 2 and 4)."",""confidence"":5}",Conflicting sources: two documents state a 25% cap (Documents 1 and 3) while two state a 30% cap (Documents 2 and 4).,5,305,374,
c1b5675d,2026-07-16T07:23:17.970081+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,1,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""25% or 30% (conflicting sources)"", ""confidence"": 1}",25% or 30% (conflicting sources),1,318,472,
c1b5675d,2026-07-16T07:23:28.241488+00:00,E002,Tessamir Bancorp,banking,lending_cap,2:2,4,2,standard,"[""MIN"", ""MAJ"", ""MIN"", ""MAJ""]",gemini,gemini-3.5-flash,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"```json
{
  ""answer"": ""The provided documents contain conflicting information regarding the cap specified by the Orcana Reserve Act at Tessamir Bancorp. Documents 1 and 3 state the institutional lending cap is 25%, while Documents 2 and 4 state it is 30%."",
  ""confidence"": 5
}
```","The provided documents contain conflicting information regarding the cap specified by the Orcana Reserve Act at Tessamir Bancorp. Documents 1 and 3 state the institutional lending cap is 25%, while Documents 2 and 4 state it is 30%.",5,313,74,
