run_id,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,trial_index,strategy,doc_positions,model_provider,model_id,question,majority_value,minority_value,raw_response,parsed_answer,parsed_confidence,prompt_tokens,completion_tokens,error
8f7f25a1,2026-07-16T06:50:44.719403+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.719661+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.719727+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.719811+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.719890+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.719966+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.720044+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.720081+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.720112+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:2,4,1,standard,"[""MIN"", ""MIN"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,372,8,
8f7f25a1,2026-07-16T06:50:44.720182+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720225+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720257+00:00,E001,Corvane Savings Bank,banking,monthly_fee,4:1,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720330+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,1,standard,"[""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,313,8,
8f7f25a1,2026-07-16T06:50:44.720364+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,1,standard,"[""MAJ"", ""MAJ"", ""MIN""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,313,8,
8f7f25a1,2026-07-16T06:50:44.720394+00:00,E001,Corvane Savings Bank,banking,monthly_fee,2:1,3,1,standard,"[""MAJ"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,313,8,
8f7f25a1,2026-07-16T06:50:44.720499+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720602+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",openai,gpt-5-mini-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720671+00:00,E001,Corvane Savings Bank,banking,monthly_fee,3:2,5,1,standard,"[""MAJ"", ""MAJ"", ""MIN"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the monthly maintenance fee for the EcoSaver Checking account at Corvane Savings Bank?,$25,$35,"{""answer"": ""$25"", ""confidence"": 5}",$25,5,439,8,
8f7f25a1,2026-07-16T06:50:44.720789+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",gemini,gemini-3.5-flash-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
8f7f25a1,2026-07-16T06:50:44.720860+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",openai,gpt-5-mini-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
8f7f25a1,2026-07-16T06:50:44.720927+00:00,E002,Tessamir Bancorp,banking,lending_cap,4:0,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
8f7f25a1,2026-07-16T06:50:44.720995+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",gemini,gemini-3.5-flash-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
8f7f25a1,2026-07-16T06:50:44.721029+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",openai,gpt-5-mini-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
8f7f25a1,2026-07-16T06:50:44.721060+00:00,E002,Tessamir Bancorp,banking,lending_cap,3:1,4,1,standard,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",deepseek,deepseek/deepseek-v4-flash-MOCK,What is the maximum lending cap specified by the Orcana Reserve Act at Tessamir Bancorp?,30%,25%,"{""answer"": ""30%"", ""confidence"": 5}",30%,5,351,8,
